pdb,weight,seq_len
3L4Y_A,176.44076683125132,875
2G7U_A,286.6803610294922,257
1EE8_A,59.001654214098096,266
3F1X_A,41.2220960165783,310
1P1M_A,87.67823903341124,406
2Z00_A,78.38302112064832,426
2WAO_A,89.06423243929068,341
2I8D_A,50.45942924766391,123
1SVS_A,57.23003407302847,353
2GGO_A,95.06322212086016,401
2B9W_A,111.5950644069889,424
1K8K_A,396.0310211334461,418
2X0Q_A,97.56097785487802,618
3BC9_A,104.81136627293816,599
2IT1_A,182.62012539695615,362
1TU5_A,115.15588044038394,746
2P8T_A,13.521183380163142,200
1Y56_A,59.44398371576386,493
2A5H_A,291.89829187578334,416
1R89_A,46.45373720165042,437
2PL5_A,106.89731895608982,366
2XHI_A,64.4516066518128,360
2R9Y_A,87.52392530045712,430
6JQB_A,62.11151262044743,530
2YV7_A,47.873139650538896,260
3FVV_A,132.08533605211443,232
1JC9_A,45.67318688245873,269
2ZE3_A,51.4477890681417,275
3B55_A,63.74950980203691,451
2G8Y_A,116.88005732373678,385
2CW8_A,55.628251815062455,537
2FB5_A,73.69455882220885,205
2E1B_A,18.706148721743876,216
3GIR_A,83.88881927885264,393
1E6B_A,54.11174364220765,221
2YHE_A,515.2719692550721,668
2RA8_A,91.46720067871324,362
5J41_A,107.77655218088952,209
1LF6_A,206.20434912969225,684
1YX2_A,168.9419364752281,365
3K1Z_A,81.23438926956982,263
1RL0_A,32.25523213371747,255
1RJ9_A,161.72402326185184,304
3KSX_A,123.49467437910025,324
1ET9_A,10.857140507518544,204
1TA9_A,223.53244395389228,450
5OL4_C,105.39914610659804,570
3ED5_A,71.71717506985338,238
2YWE_A,64.20648253875927,600
1EA0_A,203.28,1479
2PN6_A,53.434539391670626,150
1P16_A,85.8407525596089,395
2JEX_A,14.476484379848582,209
1BLX_A,167.59363800574292,326
3I6D_A,201.13112315104297,470
3KAL_A,174.98163103594618,499
1U7L_A,31.940870370107326,392
1J0H_A,252.49790811014657,588
2IMR_A,82.55713173312164,420
2GRE_A,736.046355333684,349
3C0I_A,110.982497719235,351
2V0H_A,87.17602652105681,456
1F5N_A,65.73560678962355,592
3A99_A,83.52193963264983,320
3M9Q_A,29.18629815512752,101
4I3G_A,268.9524998954276,829
2EWF_A,31.610917417879534,610
3LRK_A,69.29028791973663,479
3C24_A,175.13016187967165,286
1BU8_A,81.01992347564888,452
1GQE_A,55.63546710507606,365
3KTZ_A,66.78675617216335,251
2BNM_A,85.71200149337315,198
1X0T_A,14.624807691043324,120
1OWL_A,79.99155830461112,484
2XN2_A,114.48807448813172,732
1YQ1_A,104.62197092389344,208
2PLJ_A,167.86853070185606,419
2Q09_A,88.17821953294361,416
3A7I_A,99.32068062594011,303
3IBT_A,52.10195677707316,264
1LS1_A,86.50711878221352,295
1PEQ_A,71.21412079075328,714
1EPU_A,67.84495191243045,591
2Z8L_A,9.6,208
2Q8K_A,66.32187874299099,401
2C1L_A,31.209716435751226,358
1DEK_A,70.3431588713501,241
1X7F_A,37.21160437282972,385
3R2Q_A,57.5927261032155,202
2VOO_A,96.64596835874738,193
3IOY_A,231.49153742631717,319
3B02_A,77.16679985589658,195
2P1M_B,237.0668677820669,594
2CFA_A,51.979984609462896,217
1I39_A,37.68288736283355,225
1YU0_A,23.780328004466213,381
3ABZ_A,604.4644051555061,845
1PJ5_A,79.75299179341174,830
2A0U_A,122.70555977623836,383
3BSO_A,68.07869123301357,510
1BIA_A,72.82458925390517,321
3LYK_A,87.87392787397181,216
3KBB_A,67.8205721002116,216
3CRR_A,35.94644905967765,323
2QS8_A,153.81773564839656,418
3GAS_A,292.9728820215277,259
1EAR_A,17.564429965131232,147
1ZRN_A,77.03142216005104,232
1LJ8_A,86.44628563449098,493
3FAN_A,14.747799835907726,213
1TD6_A,40.44650788387052,306
2QGU_A,34.83528670759005,211
1YRT_A,18.782971010998235,364
4KDX_A,119.2003708047924,229
1OAO_C,101.06360225125562,729
1G8L_A,178.41570558669994,411
3M6N_A,255.4651600512289,305
2RFQ_A,477.65049984271974,394
3I2K_A,81.78241131196853,587
1YUZ_A,103.74404272053408,202
2OUX_A,135.27027722304703,286
3E35_A,45.57346596430866,325
2GQF_A,55.85914070230583,401
2C78_A,72.0092778744517,405
